Cusip,ISIN,Description,Ticker,Coupon,Maturity,Composite Rating,Currency,Country,Sector Level 1,Sector Level 2,Sector Level 3,Sector Level 4,Type,Face Value,Price,Accrued Interest,% Weight,Cash,Duration To Worst,Yield to Worst,Effective Duration,Effective Yield,OAS vs Govt,Prior Month-End Price,Prior Month-End Accrued Interest,Prior Month-End % Weight,Prior Month-End Duration To Worst,Prior Month-End Yield To Worst,Prior Month-End Effective Duration,Prior Month-End Effective Yield,Prior Month-End OAS vs Govt,TRR % MTD LOC,Excess Rtn % MTD,Asset Swap Spread,Prior Month-End Asset Swap Spread,OAS vs Swap ,Prior Month-End OAS vs Swap
'59001KAG',US59001KAG58,MERITOR INC,MTOR,6.25,6/1/25,BB3,USD,US,Corporate,Industrials,Automotive,Auto Parts & Equipment,SENR,304,106.522,0.190972,0.02145,0,1.4,3.735,1.618,3.951,364,106.625,0,0.02164,1.431,3.713,1.637,3.933,361,0.083,0.06,363,362,355,349
'59001KAD',US59001KAD28,MERITOR INC,MTOR,6.25,2/15/24,BB3,USD,US,Corporate,Industrials,Automotive,Auto Parts & Equipment,SENR,456,101.625,2.03125,0.03126,0,0.173,2.816,0.175,2.877,271,102.025,1.84,0.03162,0.204,1.413,0.207,1.456,126,-0.201,-0.205,102,54,256,117
'553777AA',US553777AA15,MTS Systems Corp,MTSC,5.75,8/15/27,B3,USD,US,Corporate,Industrials,Technology & Electronics,Electronics,SENR,354.7,109.125,1.86875,0.02604,0,1.583,1.886,1.642,2.349,180,103.75,1.693,0.02497,3.268,4.635,3.725,4.728,419,5.264,5.247,157,398,170,414
'563571AL',US563571AL27,The Manitowoc Company Inc.,MTW,9,4/1/26,B3,USD,US,Corporate,Industrials,Capital Goods,Machinery,SECR,304,107.25,1.775,0.02192,0,1.204,6.461,2.028,6.608,622,107.75,1.5,0.02217,1.235,6.136,1.772,6.383,598,-0.206,-0.23,593,572,614,588
'603158AA',US603158AA41,Minerals Technlogs,MTX,5,7/1/28,BB3,USD,US,Corporate,Industrials,Basic Industry,Chemicals,SENR,405.3,105,2.25,0.02875,0,3.978,3.793,4.286,3.812,318,103.979,2.097,0.0287,4,4.039,4.592,4.053,344,1.106,1.12,300,326,314,340
'576323AP',US576323AP42,Mastec Inc.,MTZ,4.5,8/15/28,BB2,USD,US,Corporate,Industrials,Basic Industry,Building & Construction,SENR,608,104.375,1.6,0.04261,0,2.477,3.185,4.045,3.336,269,104.458,1.462,0.04299,2.508,3.167,4.006,3.312,269,0.051,0.054,252,252,264,263
'626717AJ',US626717AJ13,Murphy Oil Corporation,MUR,5.75,8/15/25,BB2,USD,US,Corporate,Industrials,Energy,Energy - Exploration & Production,SENR,556,98.479,1.86875,0.0369,0,3.964,6.127,3.747,6.105,577,94,1.693,0.03552,3.954,7.275,3.965,7.275,693,4.864,4.814,559,655,573,689
'626717AA',US626717AA04,Murphy Oil Corporation,MUR,7.05,5/1/29,BB2,USD,US,Corporate,Industrials,Energy,Energy - Exploration & Production,SENR,253.3,99,0.802917,0.01672,0,6.187,7.209,6.231,7.209,654,91.714,0.588,0.01561,6.094,8.443,6.131,8.443,781,8.127,8.257,632,722,652,778
'626717AD',US626717AD43,Murphy Oil Corporation,MUR,4,6/1/22,BB2,USD,US,Corporate,Industrials,Energy,Energy - Exploration & Production,SENR,263.7,100.25,0.122222,0.0175,0,1.178,3.791,1.232,3.778,369,99,0,0.01743,1.437,4.698,1.434,4.698,460,1.386,1.367,354,438,361,448
'626717AF',US626717AF90,Murphy Oil Corporation,MUR,4.95,12/1/22,BB2,USD,US,Corporate,Industrials,Energy,Energy - Exploration & Production,SENR,322.7,102.25,0.15125,0.02185,0,1.637,3.591,1.637,3.595,351,101,0,0.02176,1.661,4.354,1.677,4.36,426,1.387,1.359,339,409,340,413
'626717AG',US626717AG73,Murphy Oil Corporation,MUR,6.375,12/1/42,BB2,USD,US,Corporate,Industrials,Energy,Energy - Exploration & Production,SENR,354.7,87,0.194792,0.02046,0,10.958,7.601,11.1,7.599,637,80,0,0.01895,10.52,8.381,10.648,8.38,722,8.993,9.46,567,609,649,734
'626717AH',US626717AH56,Murphy Oil Corporation,MUR,6.875,8/15/24,BB2,USD,US,Corporate,Industrials,Energy,Energy - Exploration & Production,SENR,557.3,101.5,2.234375,0.03823,0,1.533,5.914,1.74,6.038,582,99,2.024,0.03759,3.154,7.183,2.883,7.167,693,2.683,2.639,573,672,572,685
'626717AM',US626717AM42,Murphy Oil Corporation,MUR,5.875,12/1/27,BB2,USD,US,Corporate,Industrials,Energy,Energy - Exploration & Production,SENR,550.5,96.34475,0.179514,0.03514,0,5.599,6.536,5.508,6.521,595,91,0,0.03345,5.561,7.554,5.596,7.554,700,6.071,6.118,569,648,594,698
'626738AD',US626738AD06,Murphy Oil USA Inc,MUSA,5.625,5/1/27,BB2,USD,US,Corporate,Industrials,Retail,Food & Drug Retailers,SENR,304,105.595,0.640625,0.02136,0,1.324,3.452,1.948,3.788,327,106,0.469,0.02161,1.356,3.213,1.763,3.584,307,-0.219,-0.236,311,293,319,296
'626738AE',US626738AE88,Murphy Oil USA Inc,MUSA,4.75,9/15/29,BB2,USD,US,Corporate,Industrials,Retail,Food & Drug Retailers,SENR,506.7,106.942,1.147917,0.03622,0,3.406,3.365,5.287,3.399,267,106.25,1.003,0.03628,3.431,3.562,5.378,3.536,284,0.781,0.842,262,278,264,281
'624758AE',US624758AE88,Mueller Water Products Inc.,MWA,5.5,6/15/26,BB3,USD,US,Corporate,Industrials,Capital Goods,Machinery,SENR,456,104,2.704167,0.03218,0,0.488,2.924,0.507,3.289,286,103.75,2.536,0.03236,0.517,3.511,0.959,3.862,343,0.393,0.385,155,340,274,330
'59151KAK',US59151KAK43,Methanex Corporation,MXCN,4.25,12/1/24,BB2,USD,CA,Corporate,Industrials,Energy,Oil Refining & Marketing,SENR,304,103.75,0.129861,0.02089,0,3.425,3.174,3.496,3.196,294,102.5,0,0.0208,3.447,3.533,3.543,3.549,327,1.346,1.295,290,321,288,321
'59151KAJ',US59151KAJ79,Methanex Corporation,MXCN,5.65,12/1/44,BB2,USD,CA,Corporate,Industrials,Energy,Oil Refining & Marketing,SENR,304,106.5,0.172639,0.02145,0,13.238,5.169,13.598,5.164,381,103.655,0,0.02104,13.119,5.374,13.473,5.369,407,2.911,3.539,396,417,398,425
'59151KAM',US59151KAM09,Methanex Corporation,MXCN,5.125,10/15/27,BB2,USD,CA,Corporate,Industrials,Energy,Oil Refining & Marketing,SENR,709.3,107.75,1.138889,0.05108,0,5.375,3.739,5.571,3.76,319,105.25,0.982,0.05031,5.381,4.176,5.598,4.185,363,2.501,2.531,324,364,318,361
'59151KAL',US59151KAL26,Methanex Corporation,MXCN,5.25,12/15/29,BB2,USD,CA,Corporate,Industrials,Energy,Oil Refining & Marketing,SENR,709.3,108,2.58125,0.05187,0,6.892,4.152,7.046,4.155,342,105.155,2.421,0.05094,6.881,4.533,7.035,4.532,383,2.794,2.997,345,381,340,380
'210374AA',US210374AA27,Constellation Merger Sub Inc,MYCC,8.5,9/15/25,CCC3,USD,US,Corporate,Industrials,Leisure,Recreation & Travel,SENR,430.7,89,2.054167,0.02594,0,3.662,11.562,3.672,11.562,1123,87.25,1.794,0.0256,3.672,12.075,3.682,12.075,1173,2.257,2.21,1029,1062,1120,1169
'63530QAJ',US63530QAJ85,National CineMedia LLC,NATCIN,5.875,4/15/28,CCC1,USD,US,Corporate,Industrials,Media,Media - Diversified,SECR,405.3,81,0.930208,0.02196,0,5.568,9.529,5.609,9.529,893,78.125,0.751,0.02134,5.549,10.16,5.585,10.16,958,3.873,3.939,773,813,892,956
'63934EAT',US63934EAT55,Navistar International Corporation,NAV,6.625,11/1/25,CCC1,USD,US,Corporate,Industrials,Capital Goods,Machinery,SENR,1114.7,104.5,0.754514,0.0776,0,0.159,-0.828,0.162,-0.368,-73,104.67,0.552,0.07831,0.162,-1.709,0.163,-1.408,-178,0.031,0.027,-103,-226,-87,-187
'63934EAW',US63934EAW84,Navistar International Corporation,NAV,9.5,5/1/25,B1,USD,US,Corporate,Industrials,Capital Goods,Machinery,SECR,608,112.125,1.081944,0.04552,0,1.291,5.323,1.795,5.474,518,111.875,0.792,0.04573,1.319,5.564,2.072,5.645,534,0.48,0.45,528,548,510,524
'63938CAF',US63938CAF59,Navient Corporation,NAVI,6.5,6/15/22,BB3,USD,US,Corporate,Financial,Financial Services,Cons/Comm/Lease Financing,SENR,1013.3,104,3.195833,0.07184,0,1.392,3.747,1.39,3.747,366,105.3,2.997,0.07326,1.429,2.951,1.426,2.951,285,-1.017,-1.036,361,279,356,273
'63938CAH',US63938CAH16,Navient Corporation,NAVI,6.75,6/25/25,BB3,USD,US,Corporate,Financial,Financial Services,Cons/Comm/Lease Financing,SENR,506.7,107.875,3.13125,0.0372,0,3.803,4.797,3.811,4.797,448,107.69,2.925,0.03742,3.831,4.851,3.838,4.851,452,0.354,0.304,457,460,445,448
'63938CAJ',US63938CAJ71,Navient Corporation,NAVI,6.75,6/15/26,BB3,USD,US,Corporate,Financial,Financial Services,Cons/Comm/Lease Financing,SENR,506.7,107.5,3.31875,0.03714,0,4.468,5.168,4.485,5.168,475,107.5,3.112,0.03742,4.498,5.175,4.513,5.175,475,0.186,0.157,484,484,473,473
'78442FAZ',US78442FAZ18,SLM Corporation,NAVI,5.625,8/1/33,BB3,USD,US,Corporate,Financial,Financial Services,Cons/Comm/Lease Financing,SENR,601.9,94.8805,2.046875,0.03859,0,8.647,6.215,8.746,6.215,529,93.845,1.875,0.03846,8.648,6.338,8.736,6.338,547,1.261,1.623,494,507,527,544
'78442FEL',US78442FEL85,SLM Corporation,NAVI,7.25,1/25/22,BB3,USD,US,Corporate,Financial,Financial Services,Cons/Comm/Lease Financing,SENR,760,103.875,2.759028,0.0536,0,1.05,3.679,1.05,3.679,357,105.25,2.538,0.05469,1.086,2.583,1.086,2.583,247,-1.07,-1.081,354,242,349,236
'78442FEQ',US78442FEQ72,SLM Corporation,NAVI,5.5,1/25/23,BB3,USD,US,Corporate,Financial,Financial Services,Cons/Comm/Lease Financing,SENR,1013.3,103.29,2.093056,0.07062,0,1.954,3.866,1.954,3.866,377,103.75,1.925,0.07149,1.986,3.668,1.986,3.668,356,-0.276,-0.313,369,346,367,343
'78442FET',US78442FET12,SLM Corporation,NAVI,6.125,3/25/24,BB3,USD,US,Corporate,Financial,Financial Services,Cons/Comm/Lease Financing,SENR,861.3,105.7845,1.310069,0.061,0,2.937,4.219,2.937,4.219,404,105.731,1.123,0.06144,2.967,4.252,2.966,4.252,405,0.225,0.179,405,405,397,398
'63938CAB',US63938CAB46,Navient Corporation,NAVI,5.875,10/25/24,BB3,USD,US,Corporate,Financial,Financial Services,Cons/Comm/Lease Financing,SENR,506.7,105.125,0.767014,0.03549,0,3.428,4.418,3.433,4.418,418,104.375,0.588,0.03551,3.452,4.634,3.457,4.634,437,0.886,0.836,418,436,412,432
'63938CAE',US63938CAE84,Navient Corporation,NAVI,7.25,9/25/23,BB3,USD,US,Corporate,Financial,Financial Services,Cons/Comm/Lease Financing,SENR,506.7,108.368,1.550694,0.03684,0,2.497,4.041,2.497,4.041,391,109,1.329,0.03732,2.531,3.845,2.529,3.845,369,-0.372,-0.415,396,373,382,359
'63938CAK',US63938CAK45,Navient Corporation,NAVI,5,3/15/27,BB3,USD,US,Corporate,Financial,Financial Services,Cons/Comm/Lease Financing,SENR,709.3,99.474,1.208333,0.04723,0,5.251,5.098,5.199,5.083,458,99,1.056,0.04738,5.276,5.187,5.225,5.174,467,0.627,0.63,446,454,456,465
'62957HAF',US62957HAF29,Nabors Industries Inc.,NBR,5.75,2/1/25,CCC3,USD,US,Corporate,Industrials,Energy,Oil Field Equipment & Services,SENR,785.5,48.5,2.092361,0.02628,0,2.975,27.244,2.985,27.244,2695,36.6,1.917,0.0202,2.759,36.442,2.768,36.442,3613,31.352,31.313,1767,2040,2691,3608
'629571AA',US629571AA86,Nabors Industries Ltd.,NBR,7.25,1/15/26,CCC1,USD,US,Corporate,Industrials,Energy,Oil Field Equipment & Services,SENR,608,72.125,2.960417,0.03019,0,3.739,15.327,3.753,15.327,1496,56,2.739,0.02384,3.491,21.969,3.502,21.969,2160,27.829,27.79,1217,1526,1493,2156
'629571AB',US629571AB69,Nabors Industries Ltd.,NBR,7.5,1/15/28,CCC1,USD,US,Corporate,Industrials,Energy,Oil Field Equipment & Services,SENR,405.3,70,3.0625,0.01959,0,4.729,14.382,4.759,14.382,1383,54,2.833,0.01538,4.334,19.815,4.357,19.815,1929,28.556,28.586,1100,1325,1381,1927
'62886HAR',US62886HAR21,NCL Corporation Ltd.,NCLH,12.25,5/15/24,B1,USD,US,Corporate,Industrials,Leisure,Recreation & Travel,SECR,684,119.5,0.91875,0.05448,0,2.672,5.478,2.674,5.505,532,118.595,0.544,0.05441,2.695,5.812,2.697,5.839,563,1.074,1.031,576,606,525,555
'62886HAY',US62886HAY71,NCL Corporation Ltd.,NCLH,10.25,2/1/26,B1,USD,US,Corporate,Industrials,Leisure,Recreation & Travel,SECR,760,116.03,4.014584,0.06034,0,2.262,5.465,2.518,5.689,531,113.5,3.701,0.05947,2.276,6.443,2.947,6.531,615,2.426,2.383,541,627,523,608
'62886HAP',US62886HAP64,NCL Corporation Ltd.,NCLH,3.625,12/15/24,B3,USD,US,Corporate,Industrials,Leisure,Recreation & Travel,SENR,572.5,92.5,1.782292,0.0357,0,3.581,5.746,3.589,5.746,548,89.325,1.672,0.03478,3.587,6.684,3.594,6.684,640,3.611,3.56,512,586,544,635
'62886EAV',US62886EAV02,NCR Corporation,NCR,6.125,9/1/29,B2,USD,US,Corporate,Industrials,Technology & Electronics,Tech Hardware & Equipment,SENR,506.7,110.13,1.718403,0.03748,0,3.289,3.941,4.651,4.118,341,108.745,1.531,0.0373,3.31,4.332,4.841,4.414,374,1.426,1.459,340,371,337,370
'62886EAU',US62886EAU29,NCR Corporation,NCR,5.75,9/1/27,B2,USD,US,Corporate,Industrials,Technology & Electronics,Tech Hardware & Equipment,SENR,506.7,106,1.613194,0.03606,0,1.611,3.745,2.655,3.983,343,105.25,1.438,0.03609,1.637,4.203,3.069,4.275,373,0.868,0.847,319,352,336,366
'62886EAX',US62886EAX67,NCR Corporation,NCR,8.125,4/15/25,B2,USD,US,Corporate,Industrials,Technology & Electronics,Tech Hardware & Equipment,SENR,405.3,111,1.286458,0.0301,0,1.271,2.71,1.268,2.913,262,111.375,1.038,0.03042,1.302,2.56,1.299,2.768,246,-0.113,-0.128,251,237,253,234
'62886EAY',US62886EAY41,NCR Corporation,NCR,5,10/1/28,B2,USD,US,Corporate,Industrials,Technology & Electronics,Tech Hardware & Equipment,SENR,658.7,103.5,1.555556,0.04577,0,4.19,4.185,5.013,4.193,354,103.5,1.403,0.04613,4.22,4.189,5.014,4.188,356,0.146,0.176,340,343,351,352
'62886EAZ',US62886EAZ16,NCR Corporation,NCR,5.25,10/1/30,B2,USD,US,Corporate,Industrials,Technology & Electronics,Tech Hardware & Equipment,SENR,456,105.5,1.633333,0.03231,0,6.308,4.407,6.416,4.314,353,105.625,1.473,0.03261,6.339,4.391,6.381,4.291,355,0.033,0.179,345,347,350,351
'66977WAQ',US66977WAQ24,NOVA Chemicals Corporation,NCX,4.875,6/1/24,BB3,USD,CA,Corporate,Industrials,Basic Industry,Chemicals,SENR,1064,104.75,0.148958,0.07382,0,2.974,3.311,3.005,3.334,313,103,0,0.07317,2.994,3.887,3.054,3.904,368,1.844,1.796,310,361,306,360
'66977WAR',US66977WAR07,NOVA Chemicals Corporation,NCX,5.25,6/1/27,BB3,USD,CA,Corporate,Industrials,Basic Industry,Chemicals,SENR,1064,106.5,0.160417,0.07506,0,5.304,4.059,5.421,4.067,354,104.245,0,0.07405,5.313,4.466,5.439,4.468,395,2.317,2.332,358,394,352,393
'66977WAN',US66977WAN92,NOVA Chemicals Corporation,NCX,5.25,8/1/23,BB3,USD,CA,Corporate,Industrials,Basic Industry,Chemicals,SENR,506.7,100.25,1.910417,0.03424,0,0.609,4.836,0.916,4.868,475,100.25,1.75,0.03451,0.638,4.854,0.991,4.898,476,0.157,0.146,461,459,465,463
'66977WAP',US66977WAP41,NOVA Chemicals Corporation,NCX,5,5/1/25,BB3,USD,CA,Corporate,Industrials,Basic Industry,Chemicals,SENR,506.7,104.5,0.569444,0.03521,0,3.703,3.813,3.771,3.836,353,103.5,0.417,0.03515,3.726,4.078,3.807,4.096,378,1.109,1.058,352,374,349,373
'644274AF',US644274AF98,New Enterprise Stone & Lime Co. Inc.,NEENST,6.25,3/15/26,B1,USD,US,Corporate,Industrials,Basic Industry,Building Materials,SECR,456,102.975,1.510417,0.03151,0,2.064,4.839,1.925,5.065,467,103.125,1.319,0.0318,2.095,4.788,1.823,5.013,461,0.039,0.009,465,458,459,451
'65342QAC',US65342QAC69,NextEra Energy Operating Partners LP,NEP,4.25,9/15/24,BB1,USD,US,Corporate,Utility,Utility,Electric-Generation,SENR,557.3,108.23,1.027083,0.04027,0,3.317,1.87,3.326,1.89,165,105.75,0.897,0.03968,3.332,2.577,3.354,2.595,234,2.447,2.397,164,231,159,227
'65342QAB',US65342QAB86,NextEra Energy Operating Partners LP,NEP,4.5,9/15/27,BB1,USD,US,Corporate,Utility,Utility,Electric-Generation,SENR,557.3,109.75,1.0875,0.04085,0,5.621,2.848,5.737,2.861,230,109.5,0.95,0.04109,5.649,2.895,5.76,2.905,235,0.351,0.384,235,241,228,234
'65342QAK',US65342QAK85,NextEra Energy Operating Partners LP,NEP,4.25,7/15/24,BB1,USD,US,Corporate,Utility,Utility,Electric-Generation,SENR,709.3,106.341,1.735417,0.0507,0,3.071,2.269,3.09,2.294,208,105.253,1.606,0.0506,3.095,2.613,3.123,2.636,240,1.14,1.091,204,235,201,233
'65342QAL',US65342QAL68,NextEra Energy Operating Partners LP,NEP,3.875,10/15/26,BB1,USD,US,Corporate,Utility,Utility,Electric-Generation,SENR,506.7,106.5,0.613542,0.0359,0,5.006,2.618,5.121,2.631,215,105.5,0.495,0.03586,5.028,2.811,5.145,2.82,234,1.055,1.036,217,235,214,233
'64073KAA',US64073KAA16,NEPTUNE ENERGY BONDCO PLC,NEPENE,6.625,5/15/25,BB3,USD,GB,Corporate,Industrials,Energy,Energy - Exploration & Production,SENR,861.3,96.25,0.496875,0.05511,0,3.734,7.638,3.741,7.638,734,95,0.294,0.0548,3.753,7.979,3.76,7.979,767,1.524,1.474,703,728,730,762
'36760BAE',US36760BAE92,Gateway Casinos & Entertainment Limited,NEWGAM,8.25,3/1/24,CCC3,USD,CA,Corporate,Industrials,Leisure,Gaming,SECR,258.4,93.5,2.314583,0.01638,0,2.671,10.679,2.671,10.679,1052,90.521,2.062,0.01597,2.677,11.837,2.677,11.837,1165,3.49,3.447,989,1075,1044,1157
'53225HAA',US53225HAA86,Ligado Networks Llc,NEWLSQ,15.5,11/1/23,CCC1,USD,US,Corporate,Industrials,Telecommunications,Telecom - Satellite,SECR,2888,91.5,2.109722,0.1788,0,2.154,19.445,2.154,19.445,1932,96.5,1.636,0.18922,2.221,17.043,2.22,17.043,1689,-4.612,-4.649,1797,1621,1923,1680
'53225HAC',US53225HAC43,Ligado Networks Llc,NEWLSQ,17.5,5/1/24,CC,USD,US,Corporate,Industrials,Telecommunications,Telecom - Satellite,SECR,1013.3,71,2.381944,0.04918,0,2.137,32.075,2.137,32.075,3193,75.25,1.847,0.05216,2.215,29.403,2.214,29.403,2924,-4.819,-4.853,2548,2416,3185,2915
'64051NAA',US64051NAA19,Neon Holdings Inc,NEXEOP,10.125,4/1/26,B3,USD,US,Corporate,Industrials,Basic Industry,Chemicals,SECR,415.5,109.125,1.996875,0.03054,0,1.198,6.48,1.363,6.778,639,106,1.688,0.02987,2.771,8.03,2.912,8.203,781,3.189,3.147,605,775,630,774
'644393AA',US644393AA81,New Fortress Energy Llc,NFE,6.75,9/15/25,B1,USD,US,Corporate,Industrials,Energy,Gas Distribution,SECR,1013.3,106.2825,1.875,0.07248,0,1.625,4.834,2.581,4.888,454,106.25,1.669,0.07301,1.654,4.88,2.659,4.919,456,0.221,0.181,435,439,447,448
'64110LAS',US64110LAS51,Netflix Inc.,NFLX,4.875,4/15/28,BB3,USD,US,Corporate,Industrials,Media,Media Content,SENR,1621.4,111.924,0.771875,0.12085,0,6.193,3.049,6.239,3.049,244,114.5,0.623,0.12462,6.248,2.693,6.29,2.693,210,-2.108,-2.025,252,220,242,208
'64110LAT',US64110LAT35,Netflix Inc.,NFLX,5.875,11/15/28,BB3,USD,US,Corporate,Industrials,Media,Media Content,SENR,1925.4,119.521,0.440625,0.15276,0,6.473,3.08,6.525,3.08,242,120.768,0.261,0.15558,6.515,2.929,6.562,2.929,230,-0.882,-0.76,261,248,241,227
'64110LAX',US64110LAX47,Netflix Inc.,NFLX,6.375,5/15/29,BB3,USD,US,Corporate,Industrials,Media,Media Content,SENR,810.7,124.125,0.478125,0.06681,0,6.728,3.099,6.782,3.099,241,125.479,0.283,0.06807,6.773,2.948,6.82,2.948,229,-0.922,-0.763,265,252,239,226
'64110LAY',US64110LAY20,Netflix Inc.,NFLX,3.625,6/15/25,BB3,USD,US,Corporate,Industrials,Media,Media Content,SENR,506.7,105,2.255556,0.03594,0,3.861,2.384,3.942,2.402,208,106,2.145,0.03658,3.898,2.153,3.963,2.172,184,-0.822,-0.875,205,181,204,179
'64110LAG',US64110LAG14,Netflix Inc.,NFLX,5.75,3/1/24,BB3,USD,US,Corporate,Industrials,Media,Media Content,SENR,405.3,111.5,1.613194,0.03032,0,2.928,2.04,2.929,2.04,187,112.501,1.438,0.03083,2.964,1.774,2.964,1.774,158,-0.724,-0.771,189,159,180,150
'64110LAN',US64110LAN64,Netflix Inc.,NFLX,4.375,11/15/26,BB3,USD,US,Corporate,Industrials,Media,Media Content,SENR,1013.3,110.25,0.328125,0.07411,0,5.239,2.503,5.267,2.503,202,110.875,0.194,0.07514,5.274,2.404,5.3,2.404,192,-0.442,-0.451,208,198,201,191
'64110LAV',US64110LAV80,Netflix Inc.,NFLX,4.875,6/15/30,BB3,USD,US,Corporate,Industrials,Media,Media Content,SENR,1013.3,114.685,2.396875,0.07846,0,7.422,3.043,7.567,3.05,228,115.75,2.248,0.07983,7.465,2.926,7.597,2.932,220,-0.776,-0.516,237,229,225,216
'64110LAU',US64110LAU08,Netflix Inc.,NFLX,5.375,11/15/29,BB3,USD,US,Corporate,Industrials,Media,Media Content,SENR,912,117.755,2.642708,0.07262,0,7.092,3.084,7.158,3.084,235,119.405,2.478,0.07421,7.142,2.899,7.202,2.899,220,-1.219,-1.008,249,234,233,217
'64110LAL',US64110LAL09,Netflix Inc.,NFLX,5.875,2/15/25,BB3,USD,US,Corporate,Industrials,Media,Media Content,SENR,810.7,113.7145,0.930208,0.06147,0,3.718,2.403,3.728,2.403,212,114.25,0.751,0.06224,3.751,2.301,3.761,2.301,200,-0.31,-0.361,221,208,208,195
'64110LAJ',US64110LAJ52,Netflix Inc.,NFLX,5.5,2/15/22,BB3,USD,US,Corporate,Industrials,Media,Media Content,SENR,709.3,104.771,0.870833,0.04956,0,1.137,1.392,1.139,1.392,129,105.062,0.703,0.05008,1.168,1.256,1.17,1.256,114,-0.117,-0.129,123,105,120,103
'65342RAC',US65342RAC43,NFP Corp.,NFP,7,5/15/25,B2,USD,US,Corporate,Financial,Insurance,Insurance Brokerage,SECR,304,107.875,0.525,0.02179,0,1.353,3.688,1.366,3.909,361,107,0.311,0.02178,1.378,4.339,1.615,4.553,424,1.015,0.993,355,420,351,412
'65342RAD',US65342RAD26,NFP Corp.,NFP,6.875,8/15/28,CCC2,USD,US,Corporate,Financial,Insurance,Insurance Brokerage,SENR,1494.7,105.75,2.329861,0.10684,0,3.904,5.462,4.383,5.558,493,104.75,2.12,0.10665,3.925,5.707,4.605,5.781,518,1.132,1.142,479,503,490,514
'644532AA',US644532AA18,New Gold Inc.,NGDCN,6.375,5/15/25,B3,USD,CA,Corporate,Industrials,Basic Industry,Metals/Mining Excluding Steel,SENR,304,104.4624,0.478125,0.0211,0,0.418,3.217,0.03,3.221,0,104.651,0.283,0.0213,0.449,3.015,0.06,3.017,0,0.006,0.002,-14,-10,-13,-9
'644535AH',US644535AH91,New Gold Inc.,NGDCN,7.5,7/15/27,B3,USD,CA,Corporate,Industrials,Basic Industry,Metals/Mining Excluding Steel,SENR,405.3,110.375,3.5,0.03053,0,2.291,4.584,3.032,4.85,432,108.521,3.271,0.03025,2.31,5.322,3.453,5.417,490,1.863,1.832,415,474,426,484
'62913TAM',US62913TAM45,NGL Energy Partners LP/ NGL Energy Finance Corp,NGL,6.125,3/1/25,CCC1,USD,US,Corporate,Industrials,Energy,Gas Distribution,SENR,394.3,56.25,1.718403,0.01512,0,3.141,22.79,3.146,22.79,2253,41.25,1.531,0.01126,2.901,32.585,2.905,32.585,3233,35.5,35.459,1600,1942,2249,3228
'62913TAJ',US62913TAJ16,NGL Energy Partners LP/ NGL Energy Finance Corp,NGL,7.5,11/1/23,CCC1,USD,US,Corporate,Industrials,Energy,Gas Distribution,SENR,600.2,65.8745,0.854167,0.02649,0,2.272,24.705,2.273,24.705,2457,50.5,0.625,0.02049,2.137,36.398,2.137,36.398,3625,30.521,30.485,1887,2394,2449,3616
'62913TAP',US62913TAP75,NGL Energy Partners LP/ NGL Energy Finance Corp,NGL,7.5,4/15/26,CCC1,USD,US,Corporate,Industrials,Energy,Gas Distribution,SENR,456,55.5,1.1875,0.0171,0,3.661,22.079,3.673,22.079,2170,39.75,0.958,0.01239,3.298,31.377,3.306,31.377,3102,39.253,39.223,1524,1811,2168,3098
'87612BBG',US87612BBG68,Targa Resources Partners LP/Targa Resources Finance Corporation,NGLS,5,1/15/28,BB3,USD,US,Corporate,Industrials,Energy,Gas Distribution,SENR,709.7,104.875,2.041667,0.05018,0,1.941,3.715,3.626,3.764,317,104.25,1.889,0.05029,1.968,4.028,3.905,3.948,337,0.733,0.729,295,316,312,332
'87612BBJ',US87612BBJ08,Targa Resources Partners LP/Targa Resources Finance Corporation,NGLS,5.875,4/15/26,BB3,USD,US,Corporate,Industrials,Energy,Gas Distribution,SENR,976.1,105.25,0.930208,0.06855,0,0.336,3.207,0.379,3.571,316,105.25,0.751,0.06908,0.366,3.403,0.518,3.754,334,0.169,0.166,221,253,303,321
'87612BBL',US87612BBL53,Targa Resources Partners LP/Targa Resources Finance Corporation,NGLS,6.5,7/15/27,BB3,USD,US,Corporate,Industrials,Energy,Gas Distribution,SENR,714.6,109.125,2.654167,0.05283,0,1.479,3.554,2.058,3.916,338,108.25,2.456,0.05282,1.505,4.123,2.533,4.337,381,0.97,0.947,301,348,330,373
'87612BBN',US87612BBN10,Targa Resources Partners LP/Targa Resources Finance Corporation,NGLS,6.875,1/15/29,BB3,USD,US,Corporate,Industrials,Energy,Gas Distribution,SENR,688.4,112.139,2.807292,0.05233,0,2.737,3.739,3.479,4.108,345,112,2.597,0.05267,2.766,3.808,3.484,4.141,351,0.305,0.287,338,344,339,344
'87612BBR',US87612BBR24,Targa Resources Partners LP/Targa Resources Finance Corporation,NGLS,4.875,2/1/31,BB3,USD,US,Corporate,Industrials,Energy,Gas Distribution,SENR,1013.3,106.75,1.54375,0.07258,0,4.478,3.847,6.599,3.777,296,106.375,1.395,0.07291,4.505,3.929,6.617,3.83,306,0.486,0.649,291,300,294,303
'87612BAP',US87612BAP76,Targa Resources Partners LP/Targa Resources Finance Corporation,NGLS,4.25,11/15/23,BB3,USD,US,Corporate,Industrials,Energy,Gas Distribution,SENR,591.7,100.75,0.31875,0.03955,0,0.42,2.459,0.351,2.553,241,100.5,0.189,0.03978,0.449,3.131,0.445,3.245,308,0.377,0.375,187,267,228,293
